consent_response.keys,consent_response.rt,key_resp_2.keys,key_resp_2.rt,Airplane_resp.keys,Airplane_resp.rt,Boat_resp.keys,Boat_resp.rt,user_resp.keys,user_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,workerId,trial_num,image_a,image_b,age,gender (m/f),worker_ID,date,expName,psychopyVersion,OS,frameRate,Cow_resp.keys,Cow_resp.rt,Garden_resp.keys,Garden_resp.rt
space,4.56995,space,4.33837,5,3.524825,5,2.50345,4,7.013555,0,0,0,12,1,A6MWJK1YEY5L2,13,wolfe_image-037-a_w_outline.jpg,wolfe_image-037-b_w_outline.jpg,35,M,A6MWJK1YEY5L2,2020-10-26_17h36.44.788,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,3,5.06577,0,1,1,16,1,A6MWJK1YEY5L2,17,wolfe_image-007-a_w_outline.jpg,wolfe_image-007-b_w_outline.jpg,35,M,A6MWJK1YEY5L2,2020-10-26_17h36.44.788,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,2,5.01023,0,2,2,13,1,A6MWJK1YEY5L2,14,wolfe_image-029-a_w_outline.jpg,wolfe_image-029-b_w_outline.jpg,35,M,A6MWJK1YEY5L2,2020-10-26_17h36.44.788,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,5,4.160885,0,3,3,15,1,A6MWJK1YEY5L2,16,wolfe_image-092-a_w_outline.jpg,wolfe_image-092-b_w_outline.jpg,35,M,A6MWJK1YEY5L2,2020-10-26_17h36.44.788,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,4,3.79387,0,4,4,4,1,A6MWJK1YEY5L2,5,wolfe_image-043-a_w_outline.jpg,wolfe_image-043-b_w_outline.jpg,35,M,A6MWJK1YEY5L2,2020-10-26_17h36.44.788,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,4,7.65103,0,5,5,18,1,A6MWJK1YEY5L2,19,wolfe_image-049-a_w_outline.jpg,wolfe_image-049-b_w_outline.jpg,35,M,A6MWJK1YEY5L2,2020-10-26_17h36.44.788,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,2,4.41071,0,6,6,27,1,A6MWJK1YEY5L2,28,wolfe_image-032-a_w_outline.jpg,wolfe_image-032-b_w_outline.jpg,35,M,A6MWJK1YEY5L2,2020-10-26_17h36.44.788,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,4,5.153485,0,7,7,11,1,A6MWJK1YEY5L2,12,wolfe_image-003-a_w_outline.jpg,wolfe_image-003-b_w_outline.jpg,35,M,A6MWJK1YEY5L2,2020-10-26_17h36.44.788,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,3,4.269415,0,8,8,17,1,A6MWJK1YEY5L2,18,wolfe_image-093-a_w_outline.jpg,wolfe_image-093-b_w_outline.jpg,35,M,A6MWJK1YEY5L2,2020-10-26_17h36.44.788,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,5,2.97331,0,9,9,5,1,A6MWJK1YEY5L2,6,wolfe_image-088-a_w_outline.jpg,wolfe_image-088-b_w_outline.jpg,35,M,A6MWJK1YEY5L2,2020-10-26_17h36.44.788,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,3,5.612135,0,10,10,7,1,A6MWJK1YEY5L2,8,wolfe_image-127-a_w_outline.jpg,wolfe_image-127-b_w_outline.jpg,35,M,A6MWJK1YEY5L2,2020-10-26_17h36.44.788,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,3,3.7676,0,11,11,2,1,A6MWJK1YEY5L2,3,wolfe_image-115-a_w_outline.jpg,wolfe_image-115-b_w_outline.jpg,35,M,A6MWJK1YEY5L2,2020-10-26_17h36.44.788,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,3,4.33857,0,12,12,25,1,A6MWJK1YEY5L2,26,wolfe_image-101-a_w_outline.jpg,wolfe_image-101-b_w_outline.jpg,35,M,A6MWJK1YEY5L2,2020-10-26_17h36.44.788,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,2,4.41977,0,13,13,20,1,A6MWJK1YEY5L2,21,wolfe_image-099-a_w_outline.jpg,wolfe_image-099-b_w_outline.jpg,35,M,A6MWJK1YEY5L2,2020-10-26_17h36.44.788,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,2,5.03601,0,14,14,8,1,A6MWJK1YEY5L2,9,wolfe_image-096-a_w_outline.jpg,wolfe_image-096-b_w_outline.jpg,35,M,A6MWJK1YEY5L2,2020-10-26_17h36.44.788,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,1,3.34314,0,15,15,0,1,A6MWJK1YEY5L2,1,wolfe_image-048-a_w_outline.jpg,wolfe_image-048-b_w_outline.jpg,35,M,A6MWJK1YEY5L2,2020-10-26_17h36.44.788,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,4,3.522955,0,16,16,21,1,A6MWJK1YEY5L2,22,wolfe_image-045-a_w_outline.jpg,wolfe_image-045-b_w_outline.jpg,35,M,A6MWJK1YEY5L2,2020-10-26_17h36.44.788,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,4,6.43297,0,17,17,29,1,A6MWJK1YEY5L2,30,wolfe_image-011-a_w_outline.jpg,wolfe_image-011-b_w_outline.jpg,35,M,A6MWJK1YEY5L2,2020-10-26_17h36.44.788,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,2,3.728965,0,18,18,10,1,A6MWJK1YEY5L2,11,wolfe_image-024-a_w_outline.jpg,wolfe_image-024-b_w_outline.jpg,35,M,A6MWJK1YEY5L2,2020-10-26_17h36.44.788,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,2,3.691825,0,19,19,14,1,A6MWJK1YEY5L2,15,wolfe_image-125-a_w_outline.jpg,wolfe_image-125-b_w_outline.jpg,35,M,A6MWJK1YEY5L2,2020-10-26_17h36.44.788,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,5,3.657705,0,20,20,26,1,A6MWJK1YEY5L2,27,wolfe_image-012-a_w_outline.jpg,wolfe_image-012-b_w_outline.jpg,35,M,A6MWJK1YEY5L2,2020-10-26_17h36.44.788,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,3,4.820695,0,21,21,28,1,A6MWJK1YEY5L2,29,wolfe_image-113-a_w_outline.jpg,wolfe_image-113-b_w_outline.jpg,35,M,A6MWJK1YEY5L2,2020-10-26_17h36.44.788,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,1,3.121025,0,22,22,22,1,A6MWJK1YEY5L2,23,wolfe_image-017-a_w_outline.jpg,wolfe_image-017-b_w_outline.jpg,35,M,A6MWJK1YEY5L2,2020-10-26_17h36.44.788,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,2,3.319075,0,23,23,24,1,A6MWJK1YEY5L2,25,wolfe_image-014-a_w_outline.jpg,wolfe_image-014-b_w_outline.jpg,35,M,A6MWJK1YEY5L2,2020-10-26_17h36.44.788,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,1,3.17102,0,24,24,6,1,A6MWJK1YEY5L2,7,wolfe_image-020-a_w_outline.jpg,wolfe_image-020-b_w_outline.jpg,35,M,A6MWJK1YEY5L2,2020-10-26_17h36.44.788,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,3,4.373665,0,25,25,23,1,A6MWJK1YEY5L2,24,wolfe_image-040-a_w_outline.jpg,wolfe_image-040-b_w_outline.jpg,35,M,A6MWJK1YEY5L2,2020-10-26_17h36.44.788,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,5,3.18843,0,26,26,19,1,A6MWJK1YEY5L2,20,wolfe_image-025-a_w_outline.jpg,wolfe_image-025-b_w_outline.jpg,35,M,A6MWJK1YEY5L2,2020-10-26_17h36.44.788,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,4,3.4863,0,27,27,9,1,A6MWJK1YEY5L2,10,wolfe_image-097-a_w_outline.jpg,wolfe_image-097-b_w_outline.jpg,35,M,A6MWJK1YEY5L2,2020-10-26_17h36.44.788,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,4,3.76464,0,28,28,3,1,A6MWJK1YEY5L2,4,wolfe_image-023-a_w_outline.jpg,wolfe_image-023-b_w_outline.jpg,35,M,A6MWJK1YEY5L2,2020-10-26_17h36.44.788,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,3,13.707365,0,29,29,1,1,A6MWJK1YEY5L2,2,wolfe_image-005-a_w_outline.jpg,wolfe_image-005-b_w_outline.jpg,35,M,A6MWJK1YEY5L2,2020-10-26_17h36.44.788,MetaAwareness,2020.1.2,Win32,60,,,,
,,,,,,,,,,,,,,,A6MWJK1YEY5L2,,,,35,M,A6MWJK1YEY5L2,2020-10-26_17h36.44.788,MetaAwareness,2020.1.2,Win32,60,5,3.195645,1,6.88845